1:"0.28003056,-0.017351949,-0.10524618,-0.99700524,-0.9919519,-0.99088219,-0.99706523,-0.99250103,-0.98972236,-0.94251059,-0.57131514,-0.81966779,0.85190119,0.69118304,0.83878502,-0.99549419,-0.99998193,-0.99995672,-0.99982522,-0.9967439,6.0"
2:"-0.87239538,0.1546078,0.33075342,-0.060639404,-0.30688449,0.06857798400000001,-0.10426969,-0.24459195,0.14741974,-0.83507417,0.039750683,0.27674843,-0.70218484,0.64224635,0.79984485,0.072343448,-0.29159684,-0.85311126,-0.20509594,-0.14242466,6.0"
3:"0.16830274,-0.018619489,-0.05469571,-0.24842517,0.034994022,-0.2684973,-0.28172069,0.022193106,-0.26545061,-0.13257279,-0.056604742,-0.30108423,0.13631085,-0.059691657,0.38167955,-0.097237054,-0.71388931,-0.79291376,-0.75309301,-0.31708652,1.0"
4:"0.31634897,-0.051397213,-0.069656476,-0.39990667,-0.31169523,-0.12686989,-0.40480217,-0.31988822,-0.14773967,-0.32592299,-0.20036429999999997,-0.16528211,0.28370327,0.34850224,0.30215134,-0.23771401,-0.81830467,-0.90541253,-0.6545276999999999,-0.46969237,1.0"
5:"0.33088458,0.011417127,-0.30251751,-0.40604465,-0.099746348,-0.08728796400000001,-0.45214983,-0.11063233,-0.06548856,-0.21867298,-0.12050775,-0.30541594,0.40625586,0.30897589,0.36634209,-0.15533843,-0.82170061,-0.84140606,-0.56989156,-0.57756604,2.0"
6:"0.17779799,-0.026762986,-0.18215308,0.32048714,0.28453352,-0.31291746,0.30487476,0.21110028,-0.32200029999999996,0.41936807,-0.084529285,-0.39336619,-0.21417567,-0.49040882,0.3335263,0.26750955,-0.12655083,-0.68204874,-0.77725978,0.24786087,3.0"
7:"0.26677822,-0.016327384,-0.10877042,-0.96629565,-0.97322554,-0.97910925,-0.96753538,-0.97081245,-0.97697002,-0.91965534,-0.56400354,-0.81491318,0.82046004,0.68357936,0.83583921,-0.96923108,-0.99926698,-0.99975992,-0.99951377,-0.96816338,6.0"
8:"0.39052715,-0.011742366,-0.067125388,-0.30829041,0.052510101,-0.36619913,-0.35536285,0.072635184,-0.34299755,-0.047398592,-0.13799851,-0.41993469,0.32897512,0.16041695,0.50446545,-0.15985424,-0.75688219,-0.78586524,-0.81409151,-0.44119999,2.0"
9:"0.27157798,0.031861245,-0.10773083,-0.44425848,-0.13977488,-0.5011188,-0.49952403,-0.13132148,-0.49633305,-0.37467025,-0.14140635,-0.41304786,0.32835154,0.27219615,0.66748005,-0.32774411,-0.84424406,-0.85206465,-0.88481957,-0.59826388,1.0"
10:"0.35006469,-0.043108659,-0.26331135,-0.41036292,-0.17539352,-0.16918479,-0.47170618,-0.14990026,-0.17110444,-0.19003834,-0.088918964,-0.21378688,0.41839241,0.36581982,0.43562447,-0.21005446,-0.82377118,-0.86668993,-0.65318373,-0.62637306,2.0"
11:"0.27814006,-0.016258787,-0.10940422,-0.99812277,-0.97146729,-0.99005629,-0.99828223,-0.97215303,-0.98970551,-0.94243196,-0.55756832,-0.8189303000000001,0.8513212,0.68145969,0.8458757,-0.99087986,-0.99999063,-0.99973451,-0.99981839,-0.99806278,5.0"
12:"0.23690107,-0.017607399,-0.10244162,-0.98223308,-0.98003856,-0.98137767,-0.98317476,-0.97905033,-0.98167108,-0.9389744000000001,-0.56965256,-0.8105017,0.82211804,0.68766325,0.83859504,-0.97528702,-0.99943376,-0.99984729,-0.99953531,-0.98346987,6.0"
13:"0.2269563,-0.011145835,-0.085405118,-0.19657033,-0.14708527,-0.34940388,-0.29236418,-0.1726459,-0.37231179999999997,0.26206694,-0.032805115,-0.15607812,0.29188068,0.14871582,0.48856775,-0.18953474,-0.67551838,-0.85872777,-0.80622075,-0.54941886,3.0"
14:"0.27788779,-0.018180212,-0.10692821,-0.9962534,-0.99398783,-0.98712891,-0.99624597,-0.99420912,-0.98535622,-0.93848665,-0.5738312,-0.82180683,0.85123639,0.69144565,0.84460746,-0.99436486,-0.99997735,-0.9999681,-0.99974569,-0.99577729,4.0"
15:"0.21843518,-0.0065395063,-0.10683856,-0.32894525,-0.15976382,-0.25149535,-0.35450148,-0.16083562,-0.27538070000000003,-0.17739764,-0.030466091,-0.20202377,0.29398469,0.15396412,0.33169834,-0.20181959,-0.77281104,-0.86270892,-0.7461696999999999,-0.40186394,1.0"
16:"0.3080432,-0.027329283,-0.14022197,-0.97452606,-0.96197777,-0.92594823,-0.97317968,-0.95731377,-0.91642835,-0.91312502,-0.57142025,-0.80388257,0.84445397,0.67589896,0.811405,-0.94462838,-0.99938108,-0.99939254,-0.9950483,-0.97105791,4.0"
17:"0.24847489,-0.0051395475,-0.099546702,-0.41659387,-0.26658815,-0.17906707,-0.47807354,-0.26999367,-0.1808865,-0.1048889,-0.13599542,-0.31855517,0.36164604,0.33787997,0.28052445,-0.27621999999999997,-0.82831449,-0.89493514,-0.6957178,-0.59388094,1.0"
