"0.27972842,-0.016532189,-0.11977508,-0.99568875,-0.97956387,-0.9615425999999999,-0.99653367,-0.98235472,-0.97137856,-0.93343563,-0.55459864,-0.80737111,0.85204189,0.6864934,0.79950509,-0.98689881,-0.99997173,-0.99984157,-0.99861186,-0.99783189,4.0"
"0.25828845,-7.239099299999999e-05,-0.14045835,-0.024955815,0.16526584,-0.10070682,-0.034470932,-3.4741514000000004e-05,-0.12915303,0.20703841,-0.06424616799999999,0.044678362,-0.033789453,-0.30886528,0.1268193,0.06718154400000001,-0.52368104,-0.73754698,-0.63471885,-0.14093428,1.0"
"0.28901228,-0.0070854016,-0.12195723,-0.30733866,0.0744403,-0.32231092,-0.3547582,0.02775367,-0.32041709,0.016186254,-0.097262396,-0.29043548,0.32002599,0.06995087400000001,0.51095109,-0.16055736,-0.75876599,-0.77680756,-0.79072102,-0.39394537,1.0"
"0.23758535,-0.0090961894,-0.095745377,-0.4905255,-0.14874982,-0.49175827,-0.51550168,-0.19207355,-0.45280186,-0.46100118,-0.09918814,-0.40698703,0.35571965,0.26870235,0.63445975,-0.35095563,-0.86859907,-0.85922018,-0.8803634,-0.54206609,1.0"
"0.28334095,-0.011380461,-0.08448692,-0.98569864,-0.97613913,-0.96698293,-0.98784679,-0.97556603,-0.96754971,-0.92293197,-0.55673579,-0.77398462,0.83434183,0.6895140000000001,0.84316538,-0.97357017,-0.99983034,-0.99974057,-0.99821707,-0.99022702,5.0"
"0.27893340000000005,-0.015217247,-0.10728835,-0.99799459,-0.99219513,-0.99266112,-0.99827129,-0.99153056,-0.99273354,-0.94237297,-0.57093951,-0.8202904000000001,0.84829705,0.69653961,0.84207234,-0.99688426,-0.99998952,-0.99995182,-0.99987616,-0.99787505,4.0"
"0.41498814,-0.023165429,-0.098260912,0.25093107,-0.016349451,-0.49250790000000005,0.14233806,-0.06344520099999999,-0.50191548,0.7113550000000001,-0.06827090200000001,-0.52625848,-0.054620801,0.051029485,0.4945957,0.025439631,-0.21385616,-0.81270057,-0.88078833,-0.097296562,3.0"
"0.23086081,-0.034542642,-0.092836507,-0.62669242,-0.16078287,-0.44756682,-0.66292946,-0.17487385,-0.44940741,-0.50986946,-0.18379457,-0.44974589,0.42438435,0.1782352,0.48788249,-0.42911288,-0.92875282,-0.8626940000000001,-0.85927555,-0.72714795,1.0"
"0.26008257,-0.018065317,-0.096820587,-0.98358038,-0.97599362,-0.96235006,-0.98875566,-0.9767648000000001,-0.96833804,-0.90631648,-0.56172466,-0.79341981,0.80930328,0.68044887,0.81981167,-0.97645479,-0.99973393,-0.99979686,-0.99864962,-0.99157975,6.0"
"0.33405176,-0.027246045,-0.12025572,-0.25501338,0.28075418,-0.4321067,-0.33920668,0.2589225,-0.42637873,-0.043464304,0.35011151,-0.31827251,-0.020204341,0.042819104,0.53808277,-0.12509015,-0.72057483,-0.68388428,-0.85168273,-0.47309201,1.0"
